curve_id,age,volume,ps124,ps126,ps128,ps1210,p34,p36,p38,p310,p44,p46,p48,p410,pbark,pchips,psawdust,pshaving,ptrim
2423007,30.0,30,551,0,0,0,552,0,0,0,170,0,0,0,0.16,0.79,0.11,0.05,0.06
2423007,40.0,91,8075,468,12,0,8051,447,12,0,2267,90,2,0,2.05,8.77,1.49,0.8,0.66
2423007,50.0,168,17403,3900,735,89,16956,3233,581,62,4072,563,90,8,4.85,19.28,3.6,1.98,1.46
2423007,60.0,246,23582,9607,3450,779,22068,6571,2454,550,5148,1133,351,72,7.7,28.71,5.82,3.22,2.32
2423007,70.0,319,27787,14805,6677,2949,24401,9179,4505,1856,5688,1591,661,268,10.23,36.15,7.85,4.37,3.08
2423007,80.0,382,29580,19995,9505,6140,24830,11869,6059,3703,5781,2084,910,552,12.34,41.73,9.58,5.36,3.75
2423007,90.0,436,30250,23458,12792,9607,24675,13326,7637,5667,5685,2375,1200,860,14.03,45.95,10.95,6.15,4.28
2423007,100.0,482,30224,26518,15410,13008,24030,14494,8826,7511,5523,2655,1436,1161,15.4,49.11,12.08,6.81,4.73
2423007,110.0,521,30117,29043,17638,16046,23376,15429,9764,9055,5404,2890,1639,1429,16.55,51.6,13.05,7.36,5.11
2423007,120.0,555,30400,30491,20042,18617,23065,15861,10749,10221,5400,2999,1854,1655,17.55,53.73,13.91,7.85,5.45
2423007,130.0,584,30629,31422,22126,21160,22796,15993,11556,11428,5388,3097,2064,1872,18.38,55.3,14.63,8.27,5.73
2423007,140.0,608,30210,32567,23043,24045,22099,16333,12031,12747,5299,3230,2161,2131,19.04,56.59,15.15,8.59,5.96
2423007,150.0,630,29823,33460,24352,26254,21506,16722,12478,13777,5256,3332,2277,2330,19.63,57.77,15.64,8.88,6.17
2423007,160.0,649,29735,34064,25314,28222,21162,16894,12652,14753,5264,3398,2353,2513,20.13,58.68,16.07,9.13,6.35
2423007,170.0,666,29893,34461,25793,30100,21015,16858,12567,15732,5304,3440,2381,2694,20.53,59.33,16.43,9.34,6.49
2423007,180.0,680,29687,34708,26380,31672,20724,16774,12874,16420,5346,3442,2445,2827,20.85,59.86,16.68,9.5,6.6
2423007,190.0,693,29465,34916,26917,33058,20444,16693,13171,17018,5381,3441,2506,2943,21.12,60.31,16.9,9.64,6.69
2423007,200.0,705,28940,34968,27447,34102,19980,16579,13444,17450,5363,3446,2595,3039,21.26,60.38,17.03,9.72,6.75
2423007,210.0,715,28468,35015,27924,35041,19563,16476,13690,17838,5347,3451,2674,3125,21.39,60.45,17.15,9.79,6.81
2423007,220.0,724,28178,35013,28222,35920,19307,16350,13796,18127,5340,3466,2720,3206,21.51,60.57,17.25,9.85,6.85
2423007,230.0,732,27985,34988,28423,36732,19138,16218,13831,18357,5338,3486,2746,3281,21.62,60.72,17.33,9.91,6.88
2423007,240.0,739,27811,34965,28605,37471,18985,16098,13863,18566,5335,3504,2771,3349,21.72,60.86,17.4,9.96,6.91
2423007,250.0,746,27525,34981,28705,38083,18774,16058,13841,18794,5304,3532,2787,3404,21.77,60.85,17.44,9.99,6.93
2423007,260.0,752,27127,35034,28723,38576,18504,16096,13764,19041,5243,3572,2795,3448,21.77,60.7,17.44,10.0,6.94
2423007,270.0,758,26761,35082,28739,39028,18256,16132,13694,19268,5187,3609,2802,3487,21.78,60.57,17.44,10.01,6.94
2423007,280.0,763,26424,35127,28755,39444,18028,16164,13630,19477,5135,3643,2809,3524,21.78,60.45,17.44,10.02,6.95
2423007,290.0,767,26114,35168,28769,39828,17817,16194,13571,19670,5087,3674,2815,3558,21.78,60.33,17.44,10.02,6.95
2423007,300.0,767,26114,35168,28769,39828,17817,16194,13571,19670,5087,3674,2815,3558,21.78,60.33,17.44,10.02,6.95
2423007,310.0,767,26114,35168,28769,39828,17817,16194,13571,19670,5087,3674,2815,3558,21.78,60.33,17.44,10.02,6.95
2423007,320.0,767,26114,35168,28769,39828,17817,16194,13571,19670,5087,3674,2815,3558,21.78,60.33,17.44,10.02,6.95
2423007,330.0,767,26114,35168,28769,39828,17817,16194,13571,19670,5087,3674,2815,3558,21.78,60.33,17.44,10.02,6.95
2423007,340.0,767,26114,35168,28769,39828,17817,16194,13571,19670,5087,3674,2815,3558,21.78,60.33,17.44,10.02,6.95
2423007,350.0,767,26114,35168,28769,39828,17817,16194,13571,19670,5087,3674,2815,3558,21.78,60.33,17.44,10.02,6.95
